Border,Date,Measure,Value,Average
US-Mexico Border,01/01/2010 12:00:00 AM,Trucks,362361,349192
US-Canada Border,01/01/2010 12:00:00 AM,Truck Containers Full,321136,376309
US-Mexico Border,01/01/2010 12:00:00 AM,Truck Containers Full,240302,199947
US-Mexico Border,01/01/2010 12:00:00 AM,Bus Passengers,210250,257794
US-Canada Border,01/01/2010 12:00:00 AM,Bus Passengers,139976,215480
US-Mexico Border,01/01/2010 12:00:00 AM,Truck Containers Empty,122228,142206
US-Canada Border,01/01/2010 12:00:00 AM,Rail Containers Full,99731,92515
US-Canada Border,01/01/2010 12:00:00 AM,Truck Containers Empty,89658,68752
US-Canada Border,01/01/2010 12:00:00 AM,Rail Containers Empty,45029,31981
US-Mexico Border,01/01/2010 12:00:00 AM,Rail Containers Empty,28889,26817
US-Mexico Border,01/01/2010 12:00:00 AM,Rail Containers Full,22482,18519
US-Mexico Border,01/01/2010 12:00:00 AM,Buses,18500,20784
US-Canada Border,01/01/2010 12:00:00 AM,Pedestrians,13232,21242
US-Canada Border,01/01/2010 12:00:00 AM,Train Passengers,12331,13012
US-Canada Border,01/01/2010 12:00:00 AM,Buses,7535,9283
US-Canada Border,01/01/2010 12:00:00 AM,Trains,2106,2624
US-Mexico Border,01/01/2010 12:00:00 AM,Trains,601,658
US-Mexico Border,01/01/2010 12:00:00 AM,Train Passengers,268,1243
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,12444929,16479598
US-Mexico Border,01/01/2009 12:00:00 AM,Personal Vehicles,6066605,7020066
US-Mexico Border,01/01/2009 12:00:00 AM,Pedestrians,3581976,3858251
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicle Passengers,3309541,4807084
US-Canada Border,01/01/2009 12:00:00 AM,Personal Vehicles,1719008,2256410
US-Canada Border,01/01/2009 12:00:00 AM,Trucks,385057,525605
US-Mexico Border,01/01/2009 12:00:00 AM,Trucks,338857,349987
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Full,305973,381720
US-Mexico Border,01/01/2009 12:00:00 AM,Bus Passengers,243815,258870
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Full,208425,199295
US-Canada Border,01/01/2009 12:00:00 AM,Bus Passengers,141447,221175
US-Mexico Border,01/01/2009 12:00:00 AM,Truck Containers Empty,126646,143403
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Full,82588,93278
US-Canada Border,01/01/2009 12:00:00 AM,Truck Containers Empty,78616,67994
US-Canada Border,01/01/2009 12:00:00 AM,Rail Containers Empty,42263,31190
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Empty,26407,26848
US-Mexico Border,01/01/2009 12:00:00 AM,Buses,20538,20802
US-Mexico Border,01/01/2009 12:00:00 AM,Rail Containers Full,15209,18774
US-Canada Border,01/01/2009 12:00:00 AM,Pedestrians,10938,22034
US-Canada Border,01/01/2009 12:00:00 AM,Train Passengers,9560,13278
US-Canada Border,01/01/2009 12:00:00 AM,Buses,7502,9420
US-Canada Border,01/01/2009 12:00:00 AM,Trains,1959,2675
US-Mexico Border,01/01/2009 12:00:00 AM,Trains,614,662
US-Mexico Border,01/01/2009 12:00:00 AM,Train Passengers,468,1303
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,13020038,16767895
US-Mexico Border,01/01/2008 12:00:00 AM,Personal Vehicles,6613012,7053987
US-Mexico Border,01/01/2008 12:00:00 AM,Pedestrians,3876333,3856744
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicle Passengers,3853976,4886509
US-Canada Border,01/01/2008 12:00:00 AM,Personal Vehicles,2000216,2277760
US-Canada Border,01/01/2008 12:00:00 AM,Trucks,512845,526668
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Full,416764,378799
US-Mexico Border,01/01/2008 12:00:00 AM,Trucks,412007,344819
US-Mexico Border,01/01/2008 12:00:00 AM,Bus Passengers,303108,255183
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Full,255390,194620
US-Canada Border,01/01/2008 12:00:00 AM,Bus Passengers,225933,220779
US-Mexico Border,01/01/2008 12:00:00 AM,Truck Containers Empty,150382,142821
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Full,111471,91762
US-Canada Border,01/01/2008 12:00:00 AM,Truck Containers Empty,93335,65882
US-Canada Border,01/01/2008 12:00:00 AM,Rail Containers Empty,48289,29765
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Empty,36014,26084
US-Mexico Border,01/01/2008 12:00:00 AM,Rail Containers Full,24097,18331
US-Mexico Border,01/01/2008 12:00:00 AM,Buses,22414,20668
US-Canada Border,01/01/2008 12:00:00 AM,Pedestrians,18055,22366
US-Canada Border,01/01/2008 12:00:00 AM,Train Passengers,11599,13418
US-Canada Border,01/01/2008 12:00:00 AM,Buses,7959,9542
US-Canada Border,01/01/2008 12:00:00 AM,Trains,2452,2694
US-Mexico Border,01/01/2008 12:00:00 AM,Train Passengers,1500,1286
US-Mexico Border,01/01/2008 12:00:00 AM,Trains,832,648
US-Mexico Border,01/01/2007 12:00:00 AM,Personal Vehicle Passengers,13855551,17032653
US-Mexico Border,01/01/2007 12:00:00 AM,Personal Vehicles,7020124,7057066
US-Mexico Border,01/01/2007 12:00:00 AM,Pedestrians,3776421,3864046
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicle Passengers,3364197,5024901
US-Canada Border,01/01/2007 12:00:00 AM,Personal Vehicles,2071670,2296495
US-Canada Border,01/01/2007 12:00:00 AM,Trucks,536693,525757
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Full,436935,373514
US-Mexico Border,01/01/2007 12:00:00 AM,Trucks,390428,340672
US-Mexico Border,01/01/2007 12:00:00 AM,Bus Passengers,255478,255156
US-Mexico Border,01/01/2007 12:00:00 AM,Truck Containers Full,235729,190883
US-Canada Border,01/01/2007 12:00:00 AM,Bus Passengers,194298,223186
US-Mexico Border,01/01/2007 12:00:00 AM,Truck Containers Empty,141980,142897
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Full,112951,89836
US-Canada Border,01/01/2007 12:00:00 AM,Truck Containers Empty,79364,64656
US-Canada Border,01/01/2007 12:00:00 AM,Rail Containers Empty,44681,28409
US-Mexico Border,01/01/2007 12:00:00 AM,Rail Containers Empty,36684,25121
US-Mexico Border,01/01/2007 12:00:00 AM,Rail Containers Full,24424,17777
US-Mexico Border,01/01/2007 12:00:00 AM,Buses,21571,20586
US-Canada Border,01/01/2007 12:00:00 AM,Pedestrians,15290,23009
US-Canada Border,01/01/2007 12:00:00 AM,Train Passengers,8624,13853
US-Canada Border,01/01/2007 12:00:00 AM,Buses,8313,9654
US-Canada Border,01/01/2007 12:00:00 AM,Trains,2481,2713
US-Mexico Border,01/01/2007 12:00:00 AM,Train Passengers,1727,1246
US-Mexico Border,01/01/2007 12:00:00 AM,Trains,834,631
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,15766986,17159220
US-Mexico Border,01/01/2006 12:00:00 AM,Personal Vehicles,7679806,6994792
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicle Passengers,4289892,5098402
US-Mexico Border,01/01/2006 12:00:00 AM,Pedestrians,3514675,3898984
US-Canada Border,01/01/2006 12:00:00 AM,Personal Vehicles,2100629,2316082
US-Canada Border,01/01/2006 12:00:00 AM,Trucks,551284,523204
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Full,482378,362628
US-Mexico Border,01/01/2006 12:00:00 AM,Trucks,392139,335526
US-Mexico Border,01/01/2006 12:00:00 AM,Bus Passengers,264716,254200
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Full,255761,184395
US-Canada Border,01/01/2006 12:00:00 AM,Bus Passengers,251382,220366
US-Mexico Border,01/01/2006 12:00:00 AM,Truck Containers Empty,136117,143576
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Full,124583,86361
US-Canada Border,01/01/2006 12:00:00 AM,Truck Containers Empty,81531,62969
US-Canada Border,01/01/2006 12:00:00 AM,Rail Containers Empty,42920,26958
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Empty,34430,24190
US-Mexico Border,01/01/2006 12:00:00 AM,Rail Containers Full,28951,16659
US-Canada Border,01/01/2006 12:00:00 AM,Pedestrians,22352,23075
US-Mexico Border,01/01/2006 12:00:00 AM,Buses,21524,20492
US-Canada Border,01/01/2006 12:00:00 AM,Train Passengers,11140,14125
US-Canada Border,01/01/2006 12:00:00 AM,Buses,9719,9647
US-Canada Border,01/01/2006 12:00:00 AM,Trains,2725,2712
US-Mexico Border,01/01/2006 12:00:00 AM,Train Passengers,1894,1182
US-Mexico Border,01/01/2006 12:00:00 AM,Trains,829,611
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,15981994,17290023
US-Mexico Border,01/01/2005 12:00:00 AM,Personal Vehicles,7769574,6908705
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicle Passengers,3973275,5223416
US-Mexico Border,01/01/2005 12:00:00 AM,Pedestrians,3769098,3913415
US-Canada Border,01/01/2005 12:00:00 AM,Personal Vehicles,1997242,2351508
US-Canada Border,01/01/2005 12:00:00 AM,Trucks,534785,521918
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Full,454405,352430
US-Mexico Border,01/01/2005 12:00:00 AM,Trucks,361479,332642
US-Mexico Border,01/01/2005 12:00:00 AM,Bus Passengers,259482,253613
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Full,235746,178689
US-Canada Border,01/01/2005 12:00:00 AM,Bus Passengers,215178,220943
US-Mexico Border,01/01/2005 12:00:00 AM,Truck Containers Empty,139079,144075
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Full,114591,83225
US-Canada Border,01/01/2005 12:00:00 AM,Truck Containers Empty,75420,61585
US-Canada Border,01/01/2005 12:00:00 AM,Rail Containers Empty,37469,25790
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Empty,34830,23008
US-Canada Border,01/01/2005 12:00:00 AM,Pedestrians,22462,23143
US-Mexico Border,01/01/2005 12:00:00 AM,Rail Containers Full,21652,16104
US-Mexico Border,01/01/2005 12:00:00 AM,Buses,20223,20522
US-Canada Border,01/01/2005 12:00:00 AM,Train Passengers,10752,14499
US-Canada Border,01/01/2005 12:00:00 AM,Buses,9161,9701
US-Canada Border,01/01/2005 12:00:00 AM,Trains,2548,2731
US-Mexico Border,01/01/2005 12:00:00 AM,Train Passengers,1398,1157
US-Mexico Border,01/01/2005 12:00:00 AM,Trains,697,601
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,15929051,17460144
US-Mexico Border,01/01/2004 12:00:00 AM,Personal Vehicles,7504925,6834177
US-Mexico Border,01/01/2004 12:00:00 AM,Pedestrians,4002387,3902294
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicle Passengers,3882454,5391037
US-Canada Border,01/01/2004 12:00:00 AM,Personal Vehicles,2015414,2393520
US-Canada Border,01/01/2004 12:00:00 AM,Trucks,517125,522517
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Full,439187,341586
US-Mexico Border,01/01/2004 12:00:00 AM,Trucks,357073,329588
US-Mexico Border,01/01/2004 12:00:00 AM,Bus Passengers,304241,247285
US-Canada Border,01/01/2004 12:00:00 AM,Bus Passengers,246355,217766
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Full,219538,173583
US-Mexico Border,01/01/2004 12:00:00 AM,Truck Containers Empty,137326,144919
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Full,106940,80260
US-Canada Border,01/01/2004 12:00:00 AM,Truck Containers Empty,74819,59931
US-Canada Border,01/01/2004 12:00:00 AM,Rail Containers Empty,33573,24817
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Empty,31595,21934
US-Canada Border,01/01/2004 12:00:00 AM,Pedestrians,30463,22228
US-Mexico Border,01/01/2004 12:00:00 AM,Buses,23859,20105
US-Mexico Border,01/01/2004 12:00:00 AM,Rail Containers Full,18008,15866
US-Canada Border,01/01/2004 12:00:00 AM,Train Passengers,13906,14574
US-Canada Border,01/01/2004 12:00:00 AM,Buses,10534,9597
US-Canada Border,01/01/2004 12:00:00 AM,Trains,2720,2732
US-Mexico Border,01/01/2004 12:00:00 AM,Train Passengers,1116,1163
US-Mexico Border,01/01/2004 12:00:00 AM,Trains,654,595
US-Mexico Border,01/01/2003 12:00:00 AM,Personal Vehicle Passengers,16171705,17644207
US-Mexico Border,01/01/2003 12:00:00 AM,Personal Vehicles,7437809,6747944
US-Canada Border,01/01/2003 12:00:00 AM,Personal Vehicle Passengers,4322116,5543740
US-Mexico Border,01/01/2003 12:00:00 AM,Pedestrians,4274397,3849136
US-Canada Border,01/01/2003 12:00:00 AM,Personal Vehicles,2236473,2415955
